country,continent,ranking,year,total,antidiscriminationLegislation,marriageCivilPartnership,adoptionAllowed,lgbtMarketing,equalAgeOfConsent,religiousInfluence,hivTravelRestrictions,antiGayLaws,homosexualityIllegal,prideBanned,localsHostile,prosecution,murders,deathSentence,transGenderRights,intersex3RdOption,conversionTherapy,longName
Montenegro,Europe,66,2021,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Montenegro
Panama,Americas,66,2021,-3,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,Panama
Romania,Europe,66,2021,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Romania
Serbia,Europe,66,2021,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Serbia
Sint Maarten,Americas,66,2021,-3,1,-1,0,1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,Sint Maarten
Vietnam,Asia,66,2021,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Vietnam
Armenia,Asia,81,2021,-4,0,-1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,-1,-1,Armenia
Botswana,Africa,81,2021,-4,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,Botswana
Cape Verde,Africa,81,2021,-4,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,Cape Verde
Curaçao,Americas,81,2021,-4,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Curaçao
El Salvador,Americas,81,2021,-4,2,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,El Salvador
Kazakhstan,Asia,81,2021,-4,0,-1,0,0,0,0,0,0,0,0,-2,0,0,0,1,-1,-1,Kazakhstan
Kosovo,Europe,81,2021,-4,3,-1,0,0,0,-2,0,0,0,0,-1,0,0,0,-1,-1,-1,Kosovo
Laos,Asia,81,2021,-4,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Laos
Latvia,Europe,81,2021,-4,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,Latvia
Lesotho,Africa,81,2021,-4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Lesotho
Lithuania,Europe,81,2021,-4,2,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Lithuania
Macau,Asia,81,2021,-4,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,Macau
Mali,Africa,81,2021,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Mali
Mongolia,Asia,81,2021,-4,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,Mongolia
Niger,Africa,81,2021,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Niger
Belize,Americas,96,2021,-5,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,Belize
Benin,Africa,96,2021,-5,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,Benin
British Virgin Islands,Americas,96,2021,-5,3,-1,0,0,0,-2,0,-1,0,0,-1,0,0,0,-1,-1,-1,British Virgin Islands
Cambodia,Asia,96,2021,-5,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,Cambodia
Georgia,Asia,96,2021,-5,2,-1,0,0,0,-2,0,-1,0,0,-1,0,-1,0,1,-1,-1,Georgia
Moldova,Europe,96,2021,-5,1,-1,0,0,0,-1,0,-1,0,-1,-1,0,0,0,1,-1,-1,Moldova
Pakistan,Asia,96,2021,-5,1,-1,0,0,1,-2,0,-1,-1,0,-1,-1,-1,-1,2,1,-1,Pakistan
Oman,Asia,150,2021,-10,0,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,Oman
Papua New Guinea,Oceania,150,2021,-10,0,-1,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,-1,-1,Papua New Guinea
Paraguay,Americas,150,2021,-10,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,-2,0,-1,-1,-1,Paraguay
Togo,Africa,150,2021,-10,0,-1,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Togo
Uzbekistan,Asia,150,2021,-10,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,-1,-1,Uzbekistan
Zambia,Africa,150,2021,-10,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,-1,-1,Zambia
Brunei,Asia,160,2021,-11,0,-1,0,0,0,-2,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,Brunei
Chad,Africa,160,2021,-11,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,0,Chad
Comoros,Africa,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Comoros
Dominica,Americas,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Dominica
Dominican Republic,Americas,160,2021,-11,0,-1,0,0,0,-2,-1,-1,0,0,-1,0,-2,0,-1,-1,-1,Dominican Republic
Ethiopia,Africa,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Ethiopia
Ghana,Africa,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Ghana
Ivory Coast,Africa,160,2021,-11,0,-1,-1,0,-1,-2,0,-1,0,0,-2,0,0,0,-1,-1,-1,Ivory Coast
Liberia,Africa,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Liberia
Maldives,Asia,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Maldives
Senegal,Africa,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Senegal
Solomon Islands,Oceania,160,2021,-11,0,-1,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,-1,-1,-1,Solomon Islands
Sudan,Africa,160,2021,-11,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,0,0,0,-1,0,-1,Sudan
Eswatini,Africa,160,2021,-11,0,-1,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,0,-1,-1,Eswatini
Syria,Asia,160,2021,-11,0,-1,0,0,0,-1,-1,-1,-1,0,-2,-1,-1,-1,1,-1,-1,Syria
Turkmenistan,Asia,160,2021,-11,0,-1,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,0,-1,-1,Turkmenistan
Eritrea,Africa,176,2021,-12,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-1,0,-1,-1,-1,Eritrea
The Gambia,Africa,176,2021,-12,0,-1,-1,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,The Gambia
Haiti,Americas,176,2021,-12,0,-1,0,0,0,-2,0,-1,0,-1,-2,0,-2,0,-1,-1,-1,Haiti
Indonesia/Aceh,Asia,176,2021,-12,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,-1,-1,-1,-1,Indonesia/Aceh
Iraq,Asia,176,2021,-12,0,-1,0,0,-1,-2,-1,0,0,0,-2,-1,-1,0,-1,-1,-1,Iraq
Jamaica,Americas,176,2021,-12,0,-1,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,-1,-1,Jamaica
Malawi,Africa,176,2021,-12,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,-1,-1,Malawi
Malaysia,Asia,176,2021,-12,0,-1,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,Malaysia
Mauritania,Africa,176,2021,-12,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,0,-1,-1,-1,-1,Mauritania
Morocco,Africa,176,2021,-12,0,-1,0,0,0,-1,0,-1,-1,0,-2,-2,-1,0,-1,-1,-1,Morocco
Russia,Europe,176,2021,-12,0,-1,0,0,0,-2,-1,-1,0,-1,-2,-1,-2,0,1,-1,-1,Russia
Tanzania,Africa,176,2021,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-2,0,0,0,-1,-1,Tanzania
Uganda,Africa,176,2021,-12,0,-1,0,0,0,-2,0,-1,-1,-1,-2,-1,0,0,-1,-1,-1,Uganda
Zimbabwe,Africa,176,2021,-12,0,-1,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,-1,-1,Zimbabwe
Cameroon,Africa,190,2021,-13,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,-1,-1,Cameroon
Egypt,Africa,190,2021,-13,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-2,0,0,-1,-1,-1,Egypt
Kuwait,Asia,190,2021,-13,0,-1,0,0,0,-2,-1,-1,-1,0,-2,-2,0,0,-1,-1,-1,Kuwait
Nigeria,Africa,190,2021,-13,0,-1,0,0,0,-1,0,-1,-1,0,-2,-1,0,-3,-1,-1,-1,Nigeria
Qatar,Asia,190,2021,-13,0,-1,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-1,-1,-1,-1,Qatar
Afghanistan,Asia,195,2021,-14,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-1,-1,-1,-1,Afghanistan
Libya,Africa,195,2021,-14,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-1,-1,-1,-1,Libya
United Arab Emirates,Asia,195,2021,-14,0,-1,0,0,0,-2,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,United Arab Emirates
Yemen,Asia,198,2021,-15,0,-1,0,0,0,-2,-1,-1,-1,0,-2,-1,-2,-1,-1,-1,-1,Yemen
Iran,Asia,199,2021,-17,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,0,-1,-1,Iran
Saudi Arabia,Asia,200,2021,-18,0,-1,0,0,0,-2,-1,-1,-1,0,-2,-1,-1,-5,-1,-1,-1,Saudi Arabia
Somalia,Africa,200,2021,-18,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,-1,-1,-1,Somalia
Chechnya,Europe,202,2021,-19,0,-1,0,0,-1,-2,0,-1,-1,-1,-2,-2,-2,-5,0,-1,0,Chechnya
Seychelles,Africa,96,2021,-5,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,Seychelles
Singapore,Asia,96,2021,-5,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,-1,-1,Singapore
Sri Lanka,Asia,96,2021,-5,1,-1,1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,-1,Sri Lanka
Suriname,Americas,96,2021,-5,1,-1,0,0,-1,-1,1,0,0,0,-1,0,0,0,-1,-1,-1,Suriname
Antigua & Barbuda,Americas,107,2021,-6,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,Antigua and Barbuda
Barbados,Americas,107,2021,-6,1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,Barbados
Gabon,Africa,107,2021,-6,0,-1,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-1,-1,Gabon
Guinea-Bissau,Africa,107,2021,-6,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,Guinea-Bissau
Jordan,Asia,107,2021,-6,0,-1,0,0,0,-2,0,0,0,0,-2,0,0,0,1,-1,-1,Jordan
Kyrgyzstan,Asia,107,2021,-6,0,-1,0,0,0,-1,0,-1,0,0,-2,0,0,0,1,-1,-1,Kyrgyzstan
Namibia,Africa,107,2021,-6,0,-1,1,0,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,Namibia
Peru,Americas,107,2021,-6,1,-1,0,0,0,-1,0,-1,0,0,-1,0,-2,0,1,-1,-1,Peru
Ukraine,Europe,107,2021,-6,1,-1,0,0,0,-1,0,-1,0,-1,-2,0,0,0,1,-1,-1,Ukraine
Vanuatu,Oceania,107,2021,-6,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,Vanuatu
Burkina Faso,Africa,117,2021,-7,0,-1,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-1,-1,Burkina Faso
Honduras,Americas,117,2021,-7,2,-1,0,0,0,-1,0,-1,0,0,-2,0,-1,0,-1,-1,-1,Honduras
Lebanon,Asia,117,2021,-7,0,-1,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,Lebanon
Mauritius,Africa,117,2021,-7,1,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,Mauritius
Myanmar,Asia,117,2021,-7,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,Myanmar
Nicaragua,Americas,117,2021,-7,1,-1,0,0,0,-1,0,-1,0,0,-2,0,0,0,-1,-1,-1,Nicaragua
Philippines,Asia,117,2021,-7,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,-1,-1,Philippines
Turkey,Asia,117,2021,-7,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,Turkey
Venezuela,Americas,117,2021,-7,1,-1,0,0,0,-1,-1,0,0,0,-2,0,-1,0,0,-1,-1,Venezuela
Bangladesh,Asia,126,2021,-8,0,-1,0,0,0,-2,0,-1,-1,0,-2,-1,-1,0,1,1,-1,Bangladesh
Cook Islands,Oceania,126,2021,-8,1,-1,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,-1,-1,Cook Islands
Equatorial Guinea,Africa,126,2021,-8,0,-1,0,0,0,-2,0,0,0,0,-2,0,0,0,-1,-1,-1,Equatorial Guinea
Poland,Europe,126,2021,-8,1,-1,0,0,0,-1,0,-2,0,-1,-2,0,0,0,0,-1,-1,Poland
Tajikistan,Asia,126,2021,-8,0,-1,0,0,0,-2,0,-1,0,0,-2,-1,0,0,1,-1,-1,Tajikistan
Trinidad & Tobago,Americas,126,2021,-8,0,-1,0,0,0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,-1,Trinidad and Tobago
Algeria,Africa,132,2021,-9,0,-1,0,0,0,-2,0,-1,-1,0,0,-1,0,0,-1,-1,-1,Algeria
The Bahamas,Americas,132,2021,-9,0,-1,0,0,-1,-1,0,-1,0,0,-2,0,-2,0,1,-1,-1,The Bahamas
Bahrain,Asia,132,2021,-9,0,-1,0,0,0,-2,-1,0,0,0,-2,-1,0,0,0,-1,-1,Bahrain
Burundi,Africa,132,2021,-9,0,-1,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,-1,Burundi
Central African Rep.,Africa,132,2021,-9,0,-1,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,-1,0,Central African Republic
Dem. Rep. of Congo,Africa,132,2021,-9,0,-1,0,0,0,-2,0,-1,0,0,-2,0,0,0,-1,-1,-1,Democratic Republic of the Congo
Djibouti,Africa,132,2021,-9,0,-1,0,0,0,-2,0,0,0,0,-2,-1,0,0,-1,-1,-1,Djibouti
Grenada,Americas,132,2021,-9,0,-1,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,-1,Grenada
Guatemala,Americas,132,2021,-9,0,-1,0,0,0,-1,0,0,0,0,-2,0,-2,0,-1,-1,-1,Guatemala
Indonesia,Asia,132,2021,-9,0,-1,-1,0,-1,-1,0,0,0,0,-2,-1,0,0,0,-1,-1,Indonesia
North Korea,Asia,132,2021,-9,0,-1,0,0,-1,-2,0,-1,0,0,-1,0,0,0,-1,-1,-1,North Korea
Madagascar,Africa,132,2021,-9,0,-1,0,0,-1,-1,0,0,0,0,-2,0,-2,0,0,-1,-1,Madagascar
Republic of the Congo,Africa,132,2021,-9,0,-1,0,0,-1,-2,0,-1,0,0,-2,0,0,0,0,-1,-1,Republic of the Congo
Rwanda,Africa,132,2021,-9,0,-1,0,0,0,-2,0,-1,0,0,-2,0,0,0,-1,-1,-1,Rwanda
Sierra Leone,Africa,132,2021,-9,0,-1,0,0,-1,-1,0,-1,-1,0,-2,0,0,0,-1,0,-1,Sierra Leone
Tonga,Oceania,132,2021,-9,0,-1,0,0,0,-2,0,-1,-1,0,-1,0,0,0,-1,-1,-1,Tonga
Tunisia,Africa,132,2021,-9,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,Tunisia
Vatican City,Europe,132,2021,-9,0,-1,0,0,-1,-2,0,-1,0,0,0,-1,0,0,-1,-1,-1,Vatican City
Azerbaijan,Asia,150,2021,-10,0,-1,0,0,0,-1,0,-1,0,-1,-1,-2,0,0,-1,-1,-1,Azerbaijan
Belarus,Europe,150,2021,-10,0,-1,0,0,0,-1,0,-1,0,-1,-2,-2,0,0,0,-1,-1,Belarus
Guyana,Americas,150,2021,-10,0,-1,0,0,0,-2,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,Guyana
Kenya,Africa,150,2021,-10,0,-1,-1,0,0,-1,0,-1,-1,0,-2,-1,0,0,0,-1,-1,Kenya
Canada,Americas,1,2021,13,3,2,2,2,0,0,0,0,0,0,1,0,0,0,2,1,0,Canada
Malta,Europe,2,2021,11,2,2,2,1,0,0,0,0,0,0,-1,0,0,0,2,2,1,Malta
Portugal,Europe,2,2021,11,3,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,Portugal
Spain,Europe,2,2021,11,2,2,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,Spain
Austria,Europe,5,2021,10,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,-1,Austria
Denmark,Europe,5,2021,10,2,2,2,1,0,0,0,0,0,1,1,0,0,0,2,0,-1,Denmark
Sweden,Europe,5,2021,10,3,2,2,2,0,0,0,0,0,1,1,0,0,0,1,-1,-1,Sweden
United Kingdom,Europe,5,2021,10,3,2,2,2,0,-1,0,0,0,0,1,0,0,0,2,-1,0,United Kingdom
Uruguay,Americas,5,2021,10,2,2,2,0,0,0,0,0,0,0,0,0,-1,0,2,2,1,Uruguay
Australia,Oceania,10,2021,9,2,2,2,0,0,0,-1,0,0,0,1,0,0,0,2,1,0,Australia
Germany,Europe,10,2021,9,2,2,2,1,0,0,0,0,0,0,-1,0,0,0,1,1,1,Germany
Iceland,Europe,10,2021,9,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,1,-1,Iceland
Taiwan,Asia,10,2021,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Taiwan
Colombia,Americas,14,2021,8,2,2,2,1,0,0,0,0,0,0,0,0,-1,0,2,1,-1,Colombia
Netherlands,Europe,14,2021,8,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,-1,Netherlands
New Zealand,Oceania,14,2021,8,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,New Zealand
Switzerland,Europe,14,2021,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,1,Switzerland
Belgium,Europe,18,2021,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Belgium
Greenland,Americas,18,2021,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,Greenland
Ireland,Europe,18,2021,7,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,-1,-1,Ireland
Norway,Europe,18,2021,7,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,-1,-1,Norway
Argentina,Americas,22,2021,6,1,2,2,1,0,-1,0,0,0,0,0,0,-1,0,2,-1,1,Argentina
Finland,Europe,22,2021,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Finland
France,Europe,22,2021,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,France
Luxembourg,Europe,22,2021,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Luxembourg
Reunion,Africa,22,2021,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Reunion
French Polynesia,Oceania,27,2021,5,2,2,2,0,0,-1,0,0,0,0,0,0,0,0,2,-1,-1,French Polynesia
New Caledonia,Oceania,27,2021,5,2,2,2,0,0,0,0,0,0,0,-1,0,0,0,2,-1,-1,New Caledonia
Puerto Rico,Americas,27,2021,5,1,2,2,1,0,-1,0,0,0,0,-1,0,-2,0,2,0,1,Puerto Rico
South Africa,Africa,27,2021,5,3,2,2,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,South Africa
Costa Rica,Americas,31,2021,4,2,2,2,0,0,-1,0,0,0,0,-1,0,0,0,2,-1,-1,Costa Rica
Ecuador,Americas,31,2021,4,3,2,0,0,0,-1,0,0,0,0,-1,0,-1,0,2,-1,1,Ecuador
Guadeloupe,Americas,31,2021,4,2,2,2,0,0,-1,0,0,0,0,-1,0,0,0,2,-1,-1,Guadeloupe
Israel,Asia,31,2021,4,2,1,1,1,0,-1,0,0,0,0,0,0,0,0,2,-1,-1,Israel
Martinique,Americas,31,2021,4,2,2,2,0,0,-1,0,0,0,0,-1,0,0,0,2,-1,-1,Martinique
United States of America,Americas,31,2021,4,1,2,2,2,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,United States of America
Gibraltar,Europe,37,2021,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Gibraltar
Guam,Oceania,37,2021,3,1,2,2,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,Guam
Slovenia,Europe,37,2021,3,3,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,Slovenia
Andorra,Europe,40,2021,2,3,1,2,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,Andorra
Brazil,Americas,40,2021,2,2,2,2,0,0,-1,0,0,0,0,-1,0,-2,0,0,-1,1,Brazil
Chile,Americas,40,2021,2,2,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,2,1,-1,Chile
Czech Republic,Europe,40,2021,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Czech Republic
Estonia,Europe,40,2021,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Estonia
Mexico,Americas,40,2021,2,3,1,1,1,0,-1,0,0,0,0,-1,0,-2,0,1,-1,0,Mexico
Cuba,Americas,46,2021,1,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,Cuba
Greece,Europe,46,2021,1,2,1,0,0,0,-1,0,0,0,0,0,0,-1,0,2,-1,-1,Greece
India,Asia,46,2021,1,1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,1,1,-1,India
San Marino,Europe,46,2021,1,3,1,1,0,0,-2,0,0,0,0,-1,0,0,0,1,-1,-1,San Marino
Thailand,Asia,46,2021,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Thailand
Bermuda,Americas,51,2021,0,1,2,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,Bermuda
Canada,Americas,1,2020,12,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,Canada
Malta,Europe,1,2020,12,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,Malta
Sweden,Europe,1,2020,12,3,2,2,2,0,0,0,0,0,1,0,0,0,0,3,0,-1,Sweden
Austria,Europe,4,2020,11,2,2,2,2,0,0,0,0,0,1,0,0,0,0,2,1,-1,Austria
Argentina,Americas,5,2020,9,1,2,2,2,0,-1,0,0,0,0,0,0,-1,0,2,1,1,Argentina
Netherlands,Europe,5,2020,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Netherlands
Spain,Europe,5,2020,9,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,-1,0,Spain
United Kingdom,Europe,5,2020,9,3,2,2,2,0,-1,0,0,0,0,0,0,0,0,2,-1,0,United Kingdom
Uruguay,Americas,5,2020,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Uruguay
Denmark,Europe,10,2020,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,Denmark
Germany,Europe,10,2020,8,2,2,2,1,0,0,0,0,0,0,-1,0,0,0,1,1,0,Germany
Iceland,Europe,10,2020,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,Iceland
New Zealand,Oceania,10,2020,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,New Zealand
Portugal,Europe,10,2020,8,3,2,2,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Portugal
Belgium,Europe,15,2020,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Belgium
Colombia,Americas,15,2020,7,2,2,2,1,0,0,0,0,0,0,0,0,-1,0,1,1,-1,Colombia
Switzerland,Europe,15,2020,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,0,Switzerland
Australia,Oceania,18,2020,6,1,2,1,0,0,0,-1,0,0,0,0,0,0,0,2,1,0,Australia
Finland,Europe,18,2020,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Finland
Luxembourg,Europe,18,2020,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Luxembourg
Norway,Europe,18,2020,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Norway
Reunion,Africa,18,2020,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,Reunion
France,Europe,23,2020,5,2,2,2,0,0,0,0,0,0,0,-1,0,0,0,2,-1,-1,France
Gibraltar,Europe,23,2020,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Gibraltar
Greenland,Americas,23,2020,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Greenland
Ireland,Europe,23,2020,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Ireland
Israel,Asia,23,2020,5,2,1,2,1,0,-1,0,0,0,0,0,0,0,0,2,-1,-1,Israel
Puerto Rico,Americas,23,2020,5,2,2,2,1,0,-1,0,0,0,0,-1,0,-2,0,2,-1,1,Puerto Rico
South Africa,Africa,23,2020,5,3,2,2,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,0,South Africa
Taiwan,Asia,23,2020,5,2,2,0,1,0,0,-1,0,0,0,0,0,0,0,1,-1,1,Taiwan
French Polynesia,Oceania,31,2020,4,2,2,2,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,French Polynesia
New Caledonia,Oceania,31,2020,4,2,2,2,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,New Caledonia
United States of America,Americas,31,2020,4,1,2,2,2,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,United States of America
Andorra,Europe,34,2020,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Andorra
Guadeloupe,Americas,34,2020,3,2,2,2,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,Guadeloupe
Martinique,Americas,34,2020,3,2,2,2,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,Martinique
Slovenia,Europe,34,2020,3,3,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,Slovenia
Czech Republic,Europe,38,2020,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Czech Republic
Estonia,Europe,38,2020,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Estonia
Guam,Oceania,38,2020,2,1,2,0,0,0,0,0,0,0,0,-1,0,0,0,2,-1,-1,Guam
Chile,Americas,41,2020,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,2,1,-1,Chile
Ecuador,Americas,41,2020,1,3,2,0,0,0,-1,-1,0,0,0,-1,0,0,0,1,-1,-1,Ecuador
