country,continent,ranking,year,total,antidiscriminationLegislation,marriageCivilPartnership,adoptionAllowed,lgbtMarketing,equalAgeOfConsent,religiousInfluence,hivTravelRestrictions,antiGayLaws,homosexualityIllegal,prideBanned,localsHostile,prosecution,murders,deathSentence,transGenderRights,intersex3RdOption,conversionTherapy,longName
Turkey,Asia,139,2017,-6,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,-2,0,NA,NA,NA,Turkey
Kuwait,Asia,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Kuwait
Vatican City,Europe,158,2017,-7,0,0,0,0,0,-2,0,-1,0,0,-2,-2,0,0,NA,NA,NA,Vatican City
The Gambia,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,The Gambia
Dominican Republic,Americas,158,2017,-7,0,0,0,0,0,-2,-1,-1,0,0,-1,0,-2,0,NA,NA,NA,Dominican Republic
Chad,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Chad
Mauritania,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,NA,NA,NA,Mauritania
Papua New Guinea,Oceania,158,2017,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Papua New Guinea
Senegal,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Senegal
Solomon Islands,Oceania,158,2017,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Solomon Islands
Tanzania,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Tanzania
Turkmenistan,Asia,158,2017,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Turkmenistan
Maldives,Asia,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Maldives
Egypt,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Egypt
Comoros,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Comoros
Dominica,Americas,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Dominica
Ethiopia,Africa,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Ethiopia
Iraq,Asia,158,2017,-7,0,0,0,0,0,-2,-1,0,0,0,-2,0,-2,0,NA,NA,NA,Iraq
Eswatini,Africa,175,2017,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,NA,NA,NA,Eswatini
Uganda,Africa,175,2017,-8,0,0,0,0,0,-2,0,-1,-1,-1,-2,-1,0,0,NA,NA,NA,Uganda
Bangladesh,Asia,175,2017,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,NA,NA,NA,Bangladesh
Zimbabwe,Africa,175,2017,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Zimbabwe
Sudan,Africa,175,2017,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,-1,NA,NA,NA,Sudan
Qatar,Asia,175,2017,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,NA,NA,NA,Qatar
Jordan,Asia,175,2017,-8,0,0,0,0,1,-2,-1,-1,0,0,-2,-1,-2,0,NA,NA,NA,Jordan
Cook Islands,Oceania,175,2017,-8,-1,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Cook Islands
Malawi,Africa,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Malawi
Cameroon,Africa,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Cameroon
Guyana,Americas,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Guyana
Libya,Africa,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Libya
Afghanistan,Asia,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,-1,NA,NA,NA,Afghanistan
Jamaica,Americas,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Jamaica
Russia,Europe,183,2017,-9,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,NA,NA,NA,Russia
Yemen,Asia,190,2017,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,-2,-1,NA,NA,NA,Yemen
Saudi Arabia,Asia,191,2017,-12,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,-5,NA,NA,NA,Saudi Arabia
United Arab Emirates,Asia,192,2017,-13,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-5,NA,NA,NA,United Arab Emirates
Iran,Asia,192,2017,-13,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,NA,NA,NA,Iran
Somalia,Africa,194,2017,-14,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,NA,NA,NA,Somalia
Eswatini,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,1,-2,0,-2,0,-1,NA,NA,Eswatini
Uzbekistan,Asia,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Uzbekistan
Zambia,Africa,159,2019,-8,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,0,0,-1,NA,NA,Zambia
Egypt,Africa,179,2019,-9,0,0,0,NA,0,-2,0,-1,-1,0,-2,-2,0,0,-1,NA,NA,Egypt
Kuwait,Asia,179,2019,-9,0,0,0,NA,0,-2,0,-1,-1,0,-2,-2,0,0,-1,NA,NA,Kuwait
Malaysia,Asia,179,2019,-9,0,0,0,NA,0,-2,0,-1,-1,-1,-1,-1,-1,0,-1,NA,NA,Malaysia
Sudan,Africa,179,2019,-9,0,0,0,NA,0,-2,-1,-1,-1,0,-2,0,0,-1,-1,NA,NA,Sudan
Tanzania,Africa,179,2019,-9,0,0,0,NA,0,-2,0,-1,-1,0,-2,-2,0,0,-1,NA,NA,Tanzania
Turkmenistan,Asia,179,2019,-9,0,0,0,NA,0,-2,-1,-1,-1,0,-2,-1,0,0,-1,NA,NA,Turkmenistan
Uganda,Africa,179,2019,-9,0,0,0,NA,0,-2,0,-1,-1,-1,-2,-1,0,0,-1,NA,NA,Uganda
Zimbabwe,Africa,179,2019,-9,0,0,0,NA,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Zimbabwe
Cameroon,Africa,187,2019,-10,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Cameroon
Malawi,Africa,187,2019,-10,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,NA,NA,Malawi
Qatar,Asia,187,2019,-10,0,0,0,NA,0,-2,-1,-1,-1,0,-2,-1,0,-1,-1,NA,NA,Qatar
Afghanistan,Asia,190,2019,-11,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,-1,-1,NA,NA,Afghanistan
Libya,Africa,190,2019,-11,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,-1,-1,NA,NA,Libya
United Arab Emirates,Asia,190,2019,-11,0,0,0,NA,0,-2,-1,-1,-1,0,-2,-1,-1,-1,-1,NA,NA,United Arab Emirates
Yemen,Asia,193,2019,-12,0,0,0,NA,0,-2,-1,-1,-1,0,-2,-1,-2,-1,-1,NA,NA,Yemen
Iran,Asia,194,2019,-14,0,0,0,NA,0,-2,0,-1,-1,0,-1,-1,-2,-5,-1,NA,NA,Iran
Saudi Arabia,Asia,194,2019,-14,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-1,-5,-1,NA,NA,Saudi Arabia
Somalia,Africa,196,2019,-15,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-2,-5,-1,NA,NA,Somalia
Chechnya,Europe,197,2019,-16,0,0,0,NA,0,-2,0,-1,-1,-1,-2,-2,-2,-5,0,NA,NA,Chechnya
North Macedonia,Europe,83,2019,-1,0,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,1,NA,NA,North Macedonia
Moldova,Europe,83,2019,-1,1,0,0,NA,1,-1,0,-1,0,-1,-1,0,0,0,1,NA,NA,Moldova
Nicaragua,Americas,83,2019,-1,1,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,-1,NA,NA,Nicaragua
Poland,Europe,83,2019,-1,1,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Poland
Romania,Europe,83,2019,-1,2,-1,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Romania
San Marino,Europe,83,2019,-1,1,0,0,NA,1,-2,0,0,0,0,-1,0,0,0,0,NA,NA,San Marino
Singapore,Asia,83,2019,-1,0,0,0,NA,0,0,0,-1,-1,0,0,0,0,0,1,NA,NA,Singapore
Armenia,Asia,95,2019,-2,1,0,0,NA,0,0,0,-1,0,0,-1,0,0,0,-1,NA,NA,Armenia
Cape Verde,Africa,95,2019,-2,1,0,0,NA,0,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Cape Verde
Gabon,Africa,95,2019,-2,0,0,0,NA,1,-1,0,0,0,0,-2,0,0,0,0,NA,NA,Gabon
Georgia,Asia,95,2019,-2,2,0,0,NA,1,-2,0,0,0,0,-1,0,-1,0,-1,NA,NA,Georgia
Honduras,Americas,95,2019,-2,2,0,0,NA,1,-1,0,-1,0,0,-1,0,-1,0,-1,NA,NA,Honduras
Kyrgyzstan,Asia,95,2019,-2,0,0,0,NA,1,-1,-1,0,0,0,-2,0,0,0,1,NA,NA,Kyrgyzstan
Peru,Americas,95,2019,-2,1,0,0,NA,1,-1,0,-1,0,0,-1,0,-2,0,1,NA,NA,Peru
Philippines,Asia,95,2019,-2,1,0,0,NA,0,-1,0,0,0,0,0,0,-1,0,-1,NA,NA,Philippines
Ukraine,Europe,95,2019,-2,1,0,0,NA,1,-1,0,-1,0,-1,-2,0,0,0,1,NA,NA,Ukraine
Angola,Africa,104,2019,-3,0,0,0,NA,0,-1,0,0,0,0,-1,0,0,0,-1,NA,NA,Angola
Burkina Faso,Africa,104,2019,-3,0,0,0,NA,1,-2,0,0,0,0,-2,0,0,0,0,NA,NA,Burkina Faso
Fiji,Oceania,104,2019,-3,0,0,0,NA,1,-1,-1,-1,0,0,-1,0,0,0,0,NA,NA,Fiji
Myanmar,Asia,104,2019,-3,0,0,0,NA,1,0,0,-1,-1,0,-1,0,0,0,-1,NA,NA,Myanmar
Vanuatu,Oceania,104,2019,-3,0,0,0,NA,1,-1,-1,0,0,0,-1,0,0,0,-1,NA,NA,Vanuatu
Venezuela,Americas,104,2019,-3,1,0,0,NA,1,-1,0,0,0,0,-2,0,-1,0,-1,NA,NA,Venezuela
Belize,Americas,110,2019,-4,0,0,0,NA,0,-1,0,-1,0,0,-1,0,0,0,-1,NA,NA,Belize
Indonesia,Asia,110,2019,-4,0,0,0,NA,1,-1,0,-1,0,0,-2,-1,0,0,0,NA,NA,Indonesia
Lebanon,Asia,110,2019,-4,0,0,0,NA,1,-1,0,-1,-1,-1,-1,-1,0,0,1,NA,NA,Lebanon
Mauritius,Africa,110,2019,-4,1,0,0,NA,1,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Mauritius
Namibia,Africa,110,2019,-4,0,0,0,NA,0,-1,0,-1,-1,0,0,0,0,0,-1,NA,NA,Namibia
Rwanda,Africa,110,2019,-4,0,0,0,NA,1,-2,0,0,0,0,-2,0,0,0,-1,NA,NA,Rwanda
Samoa,Oceania,110,2019,-4,0,0,0,NA,0,-2,0,-1,-1,0,-1,0,0,0,1,NA,NA,Samoa
Sri Lanka,Asia,110,2019,-4,0,0,0,NA,0,-1,-1,-1,-1,0,-1,0,0,0,1,NA,NA,Sri Lanka
Suriname,Americas,110,2019,-4,0,0,0,NA,0,-1,-1,0,0,0,-1,0,0,0,-1,NA,NA,Suriname
Syria,Asia,110,2019,-4,0,0,0,NA,0,-1,-1,-1,-1,0,-1,0,0,0,1,NA,NA,Syria
Tajikistan,Asia,110,2019,-4,0,0,0,NA,1,-2,0,-1,0,0,-2,-1,0,0,1,NA,NA,Tajikistan
Turkey,Asia,110,2019,-4,0,0,0,NA,1,-1,0,-1,0,-1,-1,-1,-1,0,1,NA,NA,Turkey
Antigua & Barbuda,Americas,122,2019,-5,0,0,0,NA,0,0,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Antigua and Barbuda
Azerbaijan,Asia,122,2019,-5,0,0,0,NA,1,-1,0,-1,0,-1,-1,-2,0,0,0,NA,NA,Azerbaijan
The Bahamas,Americas,122,2019,-5,0,0,0,NA,0,-1,0,-1,0,0,-2,0,-2,0,1,NA,NA,The Bahamas
Barbados,Americas,122,2019,-5,0,0,0,NA,0,-1,0,-1,-1,0,-1,0,0,0,-1,NA,NA,Barbados
Dem. Rep. of Congo,Africa,122,2019,-5,0,0,0,NA,0,-2,0,-1,0,0,-2,0,0,0,0,NA,NA,Democratic Republic of the Congo
Equatorial Guinea,Africa,122,2019,-5,0,0,0,NA,1,-2,-1,0,0,0,-2,0,0,0,-1,NA,NA,Equatorial Guinea
Guatemala,Americas,122,2019,-5,0,0,0,NA,1,-1,0,0,0,0,-2,0,-2,0,-1,NA,NA,Guatemala
Jordan,Asia,122,2019,-5,0,0,0,NA,1,-2,-1,0,0,0,-2,0,0,0,-1,NA,NA,Jordan
South Korea,Asia,122,2019,-5,0,0,0,NA,1,-2,-1,-1,0,0,-1,-1,0,0,0,NA,NA,South Korea
Madagascar,Africa,122,2019,-5,0,0,0,NA,0,-1,0,0,0,0,-2,0,-2,0,0,NA,NA,Madagascar
Mozambique,Africa,41,2019,3,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Mozambique
Nepal,Asia,41,2019,3,3,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Nepal
Taiwan,Asia,41,2019,3,2,0,0,NA,1,0,-1,0,0,0,0,0,0,0,1,NA,NA,Taiwan
Bermuda,Americas,47,2019,2,1,1,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Bermuda
Bosnia and Herzegovina,Europe,47,2019,2,2,0,0,NA,1,0,0,0,0,-1,-1,0,0,0,1,NA,NA,Bosnia and Herzegovina
Chile,Americas,47,2019,2,1,1,0,NA,0,-1,0,0,0,0,0,0,-1,0,2,NA,NA,Chile
Costa Rica,Americas,47,2019,2,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Costa Rica
Croatia,Europe,47,2019,2,2,1,0,NA,1,-1,0,-1,0,0,-1,0,0,0,1,NA,NA,Croatia
Cuba,Americas,47,2019,2,1,0,0,NA,1,0,-1,0,0,0,0,0,0,0,1,NA,NA,Cuba
Macau,Asia,47,2019,2,1,0,0,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Macau
Seychelles,Africa,47,2019,2,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Seychelles
Thailand,Asia,47,2019,2,2,1,0,NA,1,0,0,0,0,0,-1,0,0,0,-1,NA,NA,Thailand
United States of America,Americas,47,2019,2,1,2,2,NA,1,-1,0,0,0,0,-1,0,-1,0,-1,NA,NA,United States of America
Cambodia,Asia,57,2019,1,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Cambodia
Cyprus,Asia,57,2019,1,1,1,0,NA,1,-1,0,0,0,0,-1,0,0,0,0,NA,NA,Cyprus
El Salvador,Americas,57,2019,1,2,0,0,NA,1,-1,0,0,0,0,-1,0,-1,0,1,NA,NA,El Salvador
Greece,Europe,57,2019,1,1,1,0,NA,1,-1,0,0,0,0,0,0,-1,0,0,NA,NA,Greece
Hungary,Europe,57,2019,1,2,1,0,NA,1,0,0,-1,0,0,-1,0,0,0,-1,NA,NA,Hungary
India,Asia,57,2019,1,1,0,0,NA,0,-1,0,0,0,1,-1,0,0,0,1,NA,NA,India
Lithuania,Europe,57,2019,1,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,1,NA,NA,Lithuania
Mexico,Americas,57,2019,1,1,1,2,NA,1,-1,0,0,0,0,-1,0,-2,0,0,NA,NA,Mexico
Mongolia,Asia,57,2019,1,1,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Mongolia
Panama,Americas,57,2019,1,1,0,0,NA,1,0,-1,-1,0,0,0,0,0,0,1,NA,NA,Panama
Virgin Islands (USA),Americas,57,2019,1,1,2,0,NA,1,-1,0,0,0,0,-1,0,-1,0,0,NA,NA,Virgin Islands (USA)
Albania,Europe,68,2019,0,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,-1,NA,NA,Albania
Aruba,Americas,68,2019,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,-1,NA,NA,Aruba
Benin,Africa,68,2019,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Benin
Brazil,Americas,68,2019,0,1,2,2,NA,1,-1,0,0,0,0,-1,0,-2,0,-2,NA,NA,Brazil
Bulgaria,Europe,68,2019,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Bulgaria
China incl. Hong Kong,Asia,68,2019,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,People's Republic of China
Curaçao,Americas,68,2019,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Curaçao
Japan,Asia,68,2019,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Japan
Kosovo,Europe,68,2019,0,3,0,0,NA,1,-2,0,0,0,1,-2,0,0,0,-1,NA,NA,Kosovo
Latvia,Europe,68,2019,0,1,0,0,NA,1,0,0,-1,0,0,-1,0,0,0,0,NA,NA,Latvia
Monaco,Europe,68,2019,0,0,0,0,NA,1,-1,0,0,0,0,0,0,0,0,0,NA,NA,Monaco
Montenegro,Europe,68,2019,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Montenegro
Serbia,Europe,68,2019,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Serbia
Sint Maarten,Americas,68,2019,0,2,0,0,NA,1,-1,0,-1,0,0,-1,0,0,0,0,NA,NA,Sint Maarten
Vietnam,Asia,68,2019,0,0,0,0,NA,1,0,0,0,0,0,-1,0,0,0,0,NA,NA,Vietnam
Botswana,Africa,83,2019,-1,2,0,0,NA,0,-1,0,-1,-1,0,-1,0,0,0,1,NA,NA,Botswana
British Virgin Islands,Americas,83,2019,-1,3,0,0,NA,1,-2,0,-1,0,0,-1,0,0,0,-1,NA,NA,British Virgin Islands
Guinea-Bissau,Africa,83,2019,-1,0,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,0,NA,NA,Guinea-Bissau
Kazakhstan,Asia,83,2019,-1,0,0,0,NA,1,0,-1,0,0,0,-1,0,0,0,0,NA,NA,Kazakhstan
Laos,Asia,83,2019,-1,0,0,0,NA,0,0,0,0,0,0,-1,0,0,0,0,NA,NA,Laos
Canada,Americas,1,2019,10,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Canada
Portugal,Europe,1,2019,10,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Portugal
Sweden,Europe,1,2019,10,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Sweden
Austria,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Austria
Belgium,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Belgium
Denmark,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Denmark
Finland,Europe,4,2019,9,3,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Finland
Iceland,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Iceland
Luxembourg,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Luxembourg
Malta,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Malta
Netherlands,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Netherlands
New Zealand,Oceania,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,New Zealand
Norway,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Norway
Reunion,Africa,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Reunion
Spain,Europe,4,2019,9,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Spain
United Kingdom,Europe,4,2019,9,3,2,2,NA,1,-1,0,0,0,0,0,0,0,0,2,NA,NA,United Kingdom
France,Europe,17,2019,8,2,2,2,NA,1,0,0,0,0,0,-1,0,0,0,2,NA,NA,France
Gibraltar,Europe,17,2019,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Gibraltar
Greenland,Americas,17,2019,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Greenland
Ireland,Europe,17,2019,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Ireland
Switzerland,Europe,17,2019,8,3,1,1,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,Switzerland
Uruguay,Americas,17,2019,8,2,2,2,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,Uruguay
Colombia,Americas,23,2019,7,2,2,2,NA,1,0,0,0,0,0,0,0,-1,0,1,NA,NA,Colombia
French Polynesia,Oceania,23,2019,7,2,2,2,NA,1,-1,0,0,0,0,0,0,0,0,1,NA,NA,French Polynesia
Germany,Europe,23,2019,7,2,2,2,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Germany
Israel,Asia,23,2019,7,2,1,2,NA,1,-1,0,0,0,0,0,0,0,0,2,NA,NA,Israel
New Caledonia,Oceania,23,2019,7,2,2,2,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,New Caledonia
Andorra,Europe,28,2019,6,3,1,2,NA,1,0,0,0,0,0,0,0,0,0,-1,NA,NA,Andorra
Argentina,Americas,28,2019,6,1,2,2,NA,1,-1,0,0,0,0,0,0,-1,0,2,NA,NA,Argentina
Australia,Oceania,28,2019,6,1,2,1,NA,1,0,-1,0,0,0,0,0,0,0,2,NA,NA,Australia
Guadeloupe,Americas,28,2019,6,2,2,2,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Guadeloupe
Martinique,Americas,28,2019,6,2,2,2,NA,1,-1,0,0,0,0,-1,0,0,0,1,NA,NA,Martinique
Slovenia,Europe,28,2019,6,3,2,1,NA,1,-1,0,0,0,0,0,0,0,0,0,NA,NA,Slovenia
South Africa,Africa,28,2019,6,3,2,2,NA,0,0,0,0,0,0,-1,0,-1,0,1,NA,NA,South Africa
Czech Republic,Europe,35,2019,5,2,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Czech Republic
Estonia,Europe,35,2019,5,2,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Estonia
Guam,Oceania,35,2019,5,1,2,0,NA,1,0,0,0,0,0,-1,0,0,0,2,NA,NA,Guam
Puerto Rico,Americas,35,2019,5,2,2,2,NA,1,-1,0,0,0,0,-1,0,-2,0,2,NA,NA,Puerto Rico
Liechtenstein,Europe,39,2019,4,2,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Liechtenstein
Slovakia,Europe,39,2019,4,2,1,0,NA,1,0,0,0,0,0,-1,0,0,0,1,NA,NA,Slovakia
Bolivia,Americas,41,2019,3,2,0,0,NA,1,-1,0,0,0,0,-1,0,0,0,2,NA,NA,Bolivia
Ecuador,Americas,41,2019,3,3,1,0,NA,1,-1,-1,0,0,0,-1,0,0,0,1,NA,NA,Ecuador
Italy,Europe,41,2019,3,1,1,0,NA,1,-1,0,0,0,0,0,0,0,0,1,NA,NA,Italy
Pakistan,Asia,122,2019,-5,1,0,0,NA,0,-2,0,-1,-1,0,-1,-1,-1,0,1,NA,NA,Pakistan
Republic of the Congo,Africa,122,2019,-5,0,0,0,NA,0,-2,0,-1,0,0,-2,0,0,0,0,NA,NA,Republic of the Congo
Trinidad & Tobago,Americas,122,2019,-5,0,0,0,NA,0,-1,-1,0,0,0,-1,0,-1,0,-1,NA,NA,Trinidad and Tobago
Tunisia,Africa,122,2019,-5,0,0,0,NA,1,-1,0,-1,-1,0,-1,0,-1,0,-1,NA,NA,Tunisia
Vatican City,Europe,122,2019,-5,0,0,0,NA,0,-2,0,-1,0,0,0,-1,0,0,-1,NA,NA,Vatican City
Bahrain,Asia,137,2019,-6,0,0,0,NA,0,-2,0,0,0,0,-2,-1,0,0,-1,NA,NA,Bahrain
Belarus,Europe,137,2019,-6,0,0,0,NA,1,-1,-1,-1,0,-1,-2,-2,0,0,1,NA,NA,Belarus
Burundi,Africa,137,2019,-6,0,0,0,NA,0,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Burundi
Grenada,Americas,137,2019,-6,0,0,0,NA,0,-1,0,-1,-1,0,-1,-1,0,0,-1,NA,NA,Grenada
Guyana,Americas,137,2019,-6,0,0,0,NA,0,-2,0,-1,-1,1,-1,-1,-1,0,0,NA,NA,Guyana
Ivory Coast,Africa,137,2019,-6,0,0,0,NA,0,-2,0,-1,0,0,-2,0,0,0,-1,NA,NA,Ivory Coast
Oman,Asia,137,2019,-6,0,0,0,NA,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,NA,NA,Oman
Paraguay,Americas,137,2019,-6,0,0,0,NA,0,-1,0,-1,0,0,-1,0,-2,0,-1,NA,NA,Paraguay
Sierra Leone,Africa,137,2019,-6,0,0,0,NA,0,-1,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Sierra Leone
Bangladesh,Asia,146,2019,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,-1,-1,0,1,NA,NA,Bangladesh
Bhutan,Asia,146,2019,-7,0,0,0,NA,0,-2,-1,-1,-1,0,-1,0,0,0,-1,NA,NA,Bhutan
Brunei,Asia,146,2019,-7,0,0,0,NA,0,-2,-1,-1,-1,0,-1,0,0,0,-1,NA,NA,Brunei
Central African Rep.,Africa,146,2019,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Central African Republic
Djibouti,Africa,146,2019,-7,0,0,0,NA,0,-2,0,0,-1,0,-2,-1,0,0,-1,NA,NA,Djibouti
Dominican Republic,Americas,146,2019,-7,0,0,0,NA,0,-2,-1,-1,0,0,-1,0,-2,0,0,NA,NA,Dominican Republic
Ghana,Africa,146,2019,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Ghana
Iraq,Asia,146,2019,-7,0,0,0,NA,0,-2,-1,0,0,0,-2,0,-1,0,-1,NA,NA,Iraq
Kenya,Africa,146,2019,-7,0,0,0,NA,-1,-1,0,-1,-1,0,-2,-1,0,0,0,NA,NA,Kenya
Liberia,Africa,146,2019,-7,0,0,0,NA,0,-2,0,-1,-1,0,-2,0,0,0,-1,NA,NA,Liberia
